# sampling_step = 0.001
# wavelength = 5e-07
 (-1.101045344035090929e-03-5.421010862427522170e-20j)  (-1.143821188710601126e-03-5.421010862427522170e-20j)  (-1.174866528902904867e-03-8.131516293641283255e-20j)  (-1.193691761051582194e-03-9.486769009248163798e-20j)  (-1.200000000000000112e-03-1.084202172485504434e-19j)  (-1.193691761051582411e-03-8.131516293641283255e-20j)  (-1.174866528902904867e-03-5.421010862427522170e-20j)  (-1.143821188710601126e-03-8.131516293641283255e-20j)  (-1.101045344035090929e-03-2.710505431213761085e-20j)  (-1.047213595499957902e-03+0.000000000000000000e+00j)  (-9.831749019371294369e-04-1.675184483181294650e-20j)  (-9.099391917989519546e-04-1.675184483181294650e-20j)  (-8.286614359831975286e-04+2.642910980846563061e-20j)  (-7.406234332520582938e-04-2.931572845567265637e-20j)  (-6.472135954999580455e-04-3.350368966362589300e-20j)  (-5.499050516685798431e-04+7.798598686465068097e-20j)  (-4.502324156234508660e-04+3.480503222437210386e-20j)  (-3.497675843765493892e-04+2.642910980846563061e-20j)  (-2.500949483314203578e-04-1.114896765282765619e-19j)  (-1.527864045000421555e-04+0.000000000000000000e+00j)  (-5.937656674794198849e-05+4.385689914395055735e-20j)  (2.866143598319724635e-05+4.385689914395055735e-20j)  (1.099391917989517130e-04+9.764925109044782106e-20j)  (1.831749019371291004e-04+7.674957350191347536e-20j)  (2.472135954999579721e-04+8.771379828790111470e-20j)  (3.010453440350908364e-04+1.295131534649698061e-19j)  (3.438211887106010873e-04+7.572080151847254239e-20j)  (3.748665289029049375e-04+9.764925109044782106e-20j)  (3.936917610515821555e-04-4.179935517706869140e-20j)  (3.999999999999999650e-04+0.000000000000000000e+00j)  (3.936917610515822639e-04+4.385689914395055735e-20j)  (3.748665289029049375e-04+4.385689914395055735e-20j)  (3.438211887106011957e-04+3.392144634140385099e-20j)  (3.010453440350908906e-04+7.674957350191347536e-20j)  (2.472135954999580805e-04+8.771379828790111470e-20j)  (1.831749019371293444e-04+2.057543966881865952e-21j)  (1.099391917989517943e-04+1.199299676942857231e-20j)  (2.866143598319730056e-05+3.392144634140385099e-20j)  (-5.937656674794188007e-05+8.565625432101924875e-20j)  (-1.527864045000421013e-04+0.000000000000000000e+00j)  (-2.500949483314201952e-04-1.675184483181294650e-20j)  (-3.497675843765492808e-04-1.675184483181294650e-20j)  (-4.502324156234507034e-04-7.668464430390447613e-20j)  (-5.499050516685796263e-04-2.931572845567265637e-20j)  (-6.472135954999578287e-04-3.350368966362589300e-20j)  (-7.406234332520580770e-04-1.282415213600895084e-19j)  (-8.286614359831973118e-04-6.830872188799800288e-20j)  (-9.099391917989518462e-04-7.668464430390447613e-20j)  (-9.831749019371292201e-04+9.473783169646362747e-20j)  (-1.047213595499957902e-03+0.000000000000000000e+00j)
 (-1.094737105086673228e-03-5.421010862427522170e-20j)  (-1.137512949762183425e-03-5.421010862427522170e-20j)  (-1.168558289954487166e-03-8.131516293641283255e-20j)  (-1.187383522103164493e-03-9.486769009248163798e-20j)  (-1.193691761051582411e-03-1.084202172485504434e-19j)  (-1.187383522103164710e-03-8.131516293641283255e-20j)  (-1.168558289954487166e-03-5.421010862427522170e-20j)  (-1.137512949762183425e-03-8.131516293641283255e-20j)  (-1.094737105086673228e-03-2.710505431213761085e-20j)  (-1.040905356551540201e-03+0.000000000000000000e+00j)  (-9.768666629887115191e-04-1.675184483181294650e-20j)  (-9.036309528505342536e-04-1.675184483181294650e-20j)  (-8.223531970347798276e-04+2.642910980846563061e-20j)  (-7.343151943036405928e-04-2.931572845567265637e-20j)  (-6.409053565515403445e-04-3.350368966362589300e-20j)  (-5.435968127201621421e-04+7.798598686465068097e-20j)  (-4.439241766750331650e-04+3.480503222437210386e-20j)  (-3.434593454281316882e-04+2.642910980846563061e-20j)  (-2.437867093830026568e-04-1.114896765282765619e-19j)  (-1.464781655516244545e-04+0.000000000000000000e+00j)  (-5.306832779952428748e-05+4.385689914395055735e-20j)  (3.496967493161494737e-05+4.385689914395055735e-20j)  (1.162474307473694140e-04+9.764925109044782106e-20j)  (1.894831408855468015e-04+7.674957350191347536e-20j)  (2.535218344483756731e-04+8.771379828790111470e-20j)  (3.073535829835085374e-04+1.295131534649698061e-19j)  (3.501294276590187883e-04+7.572080151847254239e-20j)  (3.811747678513226385e-04+9.764925109044782106e-20j)  (3.999999999999998565e-04-4.179935517706869140e-20j)  (4.063082389484176660e-04+0.000000000000000000e+00j)  (3.999999999999999650e-04+4.385689914395055735e-20j)  (3.811747678513226385e-04+4.385689914395055735e-20j)  (3.501294276590188968e-04+3.392144634140385099e-20j)  (3.073535829835085916e-04+7.674957350191347536e-20j)  (2.535218344483757815e-04+8.771379828790111470e-20j)  (1.894831408855470454e-04+2.057543966881865952e-21j)  (1.162474307473694953e-04+1.199299676942857231e-20j)  (3.496967493161500158e-05+3.392144634140385099e-20j)  (-5.306832779952417906e-05+8.565625432101924875e-20j)  (-1.464781655516244003e-04+0.000000000000000000e+00j)  (-2.437867093830024942e-04-1.675184483181294650e-20j)  (-3.434593454281315798e-04-1.675184483181294650e-20j)  (-4.439241766750330023e-04-7.668464430390447613e-20j)  (-5.435968127201619253e-04-2.931572845567265637e-20j)  (-6.409053565515401276e-04-3.350368966362589300e-20j)  (-7.343151943036403759e-04-1.282415213600895084e-19j)  (-8.223531970347796108e-04-6.830872188799800288e-20j)  (-9.036309528505341452e-04-7.668464430390447613e-20j)  (-9.768666629887115191e-04+9.473783169646362747e-20j)  (-1.040905356551540201e-03+0.000000000000000000e+00j)
 (-1.075911872937995685e-03-5.421010862427522170e-20j)  (-1.118687717613506098e-03-5.421010862427522170e-20j)  (-1.149733057805809840e-03-8.131516293641283255e-20j)  (-1.168558289954487166e-03-9.486769009248163798e-20j)  (-1.174866528902904867e-03-1.084202172485504434e-19j)  (-1.168558289954487166e-03-8.131516293641283255e-20j)  (-1.149733057805809840e-03-5.421010862427522170e-20j)  (-1.118687717613506098e-03-8.131516293641283255e-20j)  (-1.075911872937995685e-03-2.710505431213761085e-20j)  (-1.022080124402862875e-03+0.000000000000000000e+00j)  (-9.580414308400341927e-04-1.675184483181294650e-20j)  (-8.848057207018568187e-04-1.675184483181294650e-20j)  (-8.035279648861022844e-04+2.642910980846563061e-20j)  (-7.154899621549631579e-04-2.931572845567265637e-20j)  (-6.220801244028630181e-04-3.350368966362589300e-20j)  (-5.247715805714847073e-04+7.798598686465068097e-20j)  (-4.250989445263556217e-04+3.480503222437210386e-20j)  (-3.246341132794542533e-04+2.642910980846563061e-20j)  (-2.249614772343252220e-04-1.114896765282765619e-19j)  (-1.276529334029470196e-04+0.000000000000000000e+00j)  (-3.424309565084685263e-05+4.385689914395055735e-20j)  (5.379490708029238222e-05+4.385689914395055735e-20j)  (1.350726628960468353e-04+9.764925109044782106e-20j)  (2.083083730342242363e-04+7.674957350191347536e-20j)  (2.723470665970531080e-04+8.771379828790111470e-20j)  (3.261788151321859722e-04+1.295131534649698061e-19j)  (3.689546598076962232e-04+7.572080151847254239e-20j)  (4.000000000000000734e-04+9.764925109044782106e-20j)  (4.188252321486772914e-04-4.179935517706869140e-20j)  (4.251334710970951008e-04+0.000000000000000000e+00j)  (4.188252321486773998e-04+4.385689914395055735e-20j)  (4.000000000000000734e-04+4.385689914395055735e-20j)  (3.689546598076963316e-04+3.392144634140385099e-20j)  (3.261788151321860264e-04+7.674957350191347536e-20j)  (2.723470665970532164e-04+8.771379828790111470e-20j)  (2.083083730342244803e-04+2.057543966881865952e-21j)  (1.350726628960469437e-04+1.199299676942857231e-20j)  (5.379490708029243643e-05+3.392144634140385099e-20j)  (-3.424309565084674421e-05+8.565625432101924875e-20j)  (-1.276529334029469654e-04+0.000000000000000000e+00j)  (-2.249614772343250593e-04-1.675184483181294650e-20j)  (-3.246341132794541449e-04-1.675184483181294650e-20j)  (-4.250989445263554591e-04-7.668464430390447613e-20j)  (-5.247715805714844904e-04-2.931572845567265637e-20j)  (-6.220801244028628012e-04-3.350368966362589300e-20j)  (-7.154899621549629411e-04-1.282415213600895084e-19j)  (-8.035279648861020675e-04-6.830872188799800288e-20j)  (-8.848057207018567103e-04-7.668464430390447613e-20j)  (-9.580414308400339758e-04+9.473783169646362747e-20j)  (-1.022080124402862875e-03+0.000000000000000000e+00j)
 (-1.044866532745691943e-03-7.641456911677835056e-20j)  (-1.087642377421202356e-03-7.641456911677835056e-20j)  (-1.118687717613506098e-03-1.035196234289159614e-19j)  (-1.137512949762183425e-03-1.170721505849847789e-19j)  (-1.143821188710601126e-03-1.306246777410535843e-19j)  (-1.137512949762183641e-03-1.035196234289159614e-19j)  (-1.118687717613506098e-03-7.641456911677835056e-20j)  (-1.087642377421202356e-03-1.035196234289159614e-19j)  (-1.044866532745691943e-03-4.930951480464073971e-20j)  (-9.910347842105591328e-04-2.220446049250313187e-20j)  (-9.269960906477305593e-04-3.895630532431607536e-20j)  (-8.537603805095530770e-04-3.895630532431607536e-20j)  (-7.724826246937985426e-04+4.224649315962501749e-21j)  (-6.844446219626595246e-04-5.152018894817578524e-20j)  (-5.910347842105592763e-04-5.570815015612902186e-20j)  (-4.937262403791810739e-04+5.578152637214755211e-20j)  (-3.940536043340519884e-04+1.260057173186897500e-20j)  (-2.935887730871505116e-04+4.224649315962501749e-21j)  (-1.939161370420215886e-04-1.336941370207797028e-19j)  (-9.660759321064327785e-05-2.220446049250313187e-20j)  (-3.197755458543165069e-06+2.165243865144742548e-20j)  (8.484024727259606978e-05+2.165243865144742548e-20j)  (1.661180030883505228e-04+7.544479059794469220e-20j)  (2.393537132265279239e-04+5.454511300941034650e-20j)  (3.033924067893567955e-04+6.550933779539798584e-20j)  (3.572241553244896598e-04+1.073086929724666772e-19j)  (3.999999999999999107e-04+5.351634102596941352e-20j)  (4.310453401923037067e-04+7.544479059794469220e-20j)  (4.498705723409810332e-04-6.400381566957182026e-20j)  (4.561788112893987884e-04-2.220446049250313187e-20j)  (4.498705723409811416e-04+2.165243865144742548e-20j)  (4.310453401923038151e-04+2.165243865144742548e-20j)  (4.000000000000000192e-04+1.171698584890072213e-20j)  (3.572241553244896598e-04+5.454511300941034650e-20j)  (3.033924067893569040e-04+6.550933779539798584e-20j)  (2.393537132265281678e-04-2.014691652562126291e-20j)  (1.661180030883506313e-04-1.021146372307455956e-20j)  (8.484024727259612399e-05+1.171698584890072213e-20j)  (-3.197755458543056649e-06+6.345179382851611988e-20j)  (-9.660759321064327785e-05-2.220446049250313187e-20j)  (-1.939161370420214260e-04-3.895630532431607536e-20j)  (-2.935887730871504031e-04-3.895630532431607536e-20j)  (-3.940536043340518257e-04-9.888910479640759296e-20j)  (-4.937262403791808571e-04-5.152018894817578524e-20j)  (-5.910347842105590594e-04-5.570815015612902186e-20j)  (-6.844446219626593077e-04-1.504459818525926493e-19j)  (-7.724826246937984342e-04-9.051318238050111971e-20j)  (-8.537603805095529685e-04-9.888910479640759296e-20j)  (-9.269960906477304509e-04+7.253337120396049861e-20j)  (-9.910347842105591328e-04-2.220446049250313187e-20j)
 (-1.002090688070181746e-03-1.208234901017846203e-19j)  (-1.044866532745691943e-03-1.208234901017846203e-19j)  (-1.075911872937995901e-03-1.479285444139222312e-19j)  (-1.094737105086673011e-03-1.614810715699910366e-19j)  (-1.101045344035090929e-03-1.750335987260598420e-19j)  (-1.094737105086673228e-03-1.479285444139222312e-19j)  (-1.075911872937995901e-03-1.208234901017846203e-19j)  (-1.044866532745691943e-03-1.479285444139222312e-19j)  (-1.002090688070181746e-03-9.371843578964700948e-20j)  (-9.482589395350488276e-04-6.661338147750939863e-20j)  (-8.842202459722202541e-04-8.336522630932234513e-20j)  (-8.109845358340427718e-04-8.336522630932234513e-20j)  (-7.297067800182883458e-04-4.018427166904376802e-20j)  (-6.416687772871491110e-04-9.592910993318205500e-20j)  (-5.482589395350489711e-04-1.001170711411352916e-19j)  (-4.509503957036706603e-04+1.137260538714128235e-20j)  (-3.512777596585416832e-04-3.180834925313729477e-20j)  (-2.508129284116402064e-04-4.018427166904376802e-20j)  (-1.511402923665112834e-04-1.781030580057859846e-19j)  (-5.383174853513297267e-05-6.661338147750939863e-20j)  (3.957808921696714011e-05-2.275648233355884128e-20j)  (1.276160919481063750e-04-2.275648233355884128e-20j)  (2.088938477638608280e-04+3.103586961293842243e-20j)  (2.821295579020382562e-04+1.013619202440407674e-20j)  (3.461682514648671007e-04+2.110041681039171607e-20j)  (3.999999999999999650e-04+6.289977198746040747e-20j)  (4.427758446755102159e-04+9.107420040963143760e-21j)  (4.738211848678140119e-04+3.103586961293842243e-20j)  (4.926464170164913383e-04-1.084127366545780900e-19j)  (4.989546559649091478e-04-6.661338147750939863e-20j)  (4.926464170164914468e-04-2.275648233355884128e-20j)  (4.738211848678141203e-04-2.275648233355884128e-20j)  (4.427758446755103243e-04-3.269193513610554764e-20j)  (3.999999999999999650e-04+1.013619202440407674e-20j)  (3.461682514648672091e-04+2.110041681039171607e-20j)  (2.821295579020384730e-04-6.455583751062753267e-20j)  (2.088938477638609364e-04-5.462038470808082631e-20j)  (1.276160919481064292e-04-3.269193513610554764e-20j)  (3.957808921696724853e-05+1.904287284350985012e-20j)  (-5.383174853513297267e-05-6.661338147750939863e-20j)  (-1.511402923665111208e-04-8.336522630932234513e-20j)  (-2.508129284116400980e-04-8.336522630932234513e-20j)  (-3.512777596585415205e-04-1.432980257814138748e-19j)  (-4.509503957036704977e-04-9.592910993318205500e-20j)  (-5.482589395350487543e-04-1.001170711411352916e-19j)  (-6.416687772871488941e-04-1.948549028375989311e-19j)  (-7.297067800182881290e-04-1.349221033655074015e-19j)  (-8.109845358340426634e-04-1.432980257814138748e-19j)  (-8.842202459722200373e-04+2.812445021895422885e-20j)  (-9.482589395350487192e-04-6.661338147750939863e-20j)
 (-9.482589395350488276e-04-9.861902960928147943e-20j)  (-9.910347842105591328e-04-9.861902960928147943e-20j)  (-1.022080124402862875e-03-1.257240839214190903e-19j)  (-1.040905356551540201e-03-1.392766110774878957e-19j)  (-1.047213595499957902e-03-1.528291382335567011e-19j)  (-1.040905356551540418e-03-1.257240839214190903e-19j)  (-1.022080124402862875e-03-9.861902960928147943e-20j)  (-9.910347842105591328e-04-1.257240839214190903e-19j)  (-9.482589395350488276e-04-7.151397529714386858e-20j)  (-8.944271909999159092e-04-4.440892098500626375e-20j)  (-8.303884974370873357e-04-6.116076581681920423e-20j)  (-7.571527872989098533e-04-6.116076581681920423e-20j)  (-6.758750314831553190e-04-1.797981117654062711e-20j)  (-5.878370287520163009e-04-7.372464944067892614e-20j)  (-4.944271909999160526e-04-7.791261064863215073e-20j)  (-3.971186471685378503e-04+3.357706587964442325e-20j)  (-2.974460111234087647e-04-9.603888760634153865e-21j)  (-1.969811798765072879e-04-1.797981117654062711e-20j)  (-9.730854383137836497e-05-1.558985975132828437e-19j)  (-5.421010862427522170e-20-4.440892098500626375e-20j)  (9.340983775210005857e-05-5.520218410557063950e-22j)  (1.814478404832392934e-04-5.520218410557063950e-22j)  (2.627255962989937465e-04+5.324033010544155732e-20j)  (3.359613064371711746e-04+3.234065251690721162e-20j)  (4.000000000000000192e-04+4.330487730289485096e-20j)  (4.538317485351328834e-04+8.510423247996354837e-20j)  (4.966075932106431886e-04+3.131188053346627864e-20j)  (5.276529334029469304e-04+5.324033010544155732e-20j)  (5.464781655516242568e-04-8.620827616207494912e-20j)  (5.527864045000419578e-04-4.440892098500626375e-20j)  (5.464781655516243652e-04-5.520218410557063950e-22j)  (5.276529334029470388e-04-5.520218410557063950e-22j)  (4.966075932106431886e-04-1.048747464360241276e-20j)  (4.538317485351328834e-04+3.234065251690721162e-20j)  (4.000000000000001276e-04+4.330487730289485096e-20j)  (3.359613064371713914e-04-4.235137701812439779e-20j)  (2.627255962989938549e-04-3.241592421557769143e-20j)  (1.814478404832393476e-04-1.048747464360241276e-20j)  (9.340983775210016699e-05+4.124733333601298500e-20j)  (-5.421010862427522170e-20-4.440892098500626375e-20j)  (-9.730854383137820234e-05-6.116076581681920423e-20j)  (-1.969811798765071795e-04-6.116076581681920423e-20j)  (-2.974460111234086021e-04-1.210935652889107339e-19j)  (-3.971186471685376877e-04-7.372464944067892614e-20j)  (-4.944271909999158358e-04-7.791261064863215073e-20j)  (-5.878370287520160841e-04-1.726504423450957902e-19j)  (-6.758750314831552105e-04-1.127176428730042606e-19j)  (-7.571527872989097449e-04-1.210935652889107339e-19j)  (-8.303884974370872273e-04+5.032891071145736373e-20j)  (-8.944271909999159092e-04-4.440892098500626375e-20j)
 (-8.842202459722201457e-04-5.421010862427522170e-20j)  (-9.269960906477304509e-04-5.421010862427522170e-20j)  (-9.580414308400341927e-04-8.131516293641283255e-20j)  (-9.768666629887115191e-04-9.486769009248163798e-20j)  (-9.831749019371292201e-04-1.084202172485504434e-19j)  (-9.768666629887115191e-04-8.131516293641283255e-20j)  (-9.580414308400341927e-04-5.421010862427522170e-20j)  (-9.269960906477304509e-04-8.131516293641283255e-20j)  (-8.842202459722201457e-04-2.710505431213761085e-20j)  (-8.303884974370872273e-04+0.000000000000000000e+00j)  (-7.663498038742585453e-04-1.675184483181294650e-20j)  (-6.931140937360811714e-04-1.675184483181294650e-20j)  (-6.118363379203266370e-04+2.642910980846563061e-20j)  (-5.237983351891875106e-04-2.931572845567265637e-20j)  (-4.303884974370873707e-04-3.350368966362589300e-20j)  (-3.330799536057090600e-04+7.798598686465068097e-20j)  (-2.334073175605800557e-04+3.480503222437210386e-20j)  (-1.329424863136786060e-04+2.642910980846563061e-20j)  (-3.326985026854962883e-05-1.114896765282765619e-19j)  (6.403869356282862772e-05+0.000000000000000000e+00j)  (1.574485313149287405e-04+4.385689914395055735e-20j)  (2.454865340460679482e-04+4.385689914395055735e-20j)  (3.267642898618224284e-04+9.764925109044782106e-20j)  (3.999999999999998565e-04+7.674957350191347536e-20j)  (4.640386935628287011e-04+8.771379828790111470e-20j)  (5.178704420979615653e-04+1.295131534649698061e-19j)  (5.606462867734718705e-04+7.572080151847254239e-20j)  (5.916916269657756123e-04+9.764925109044782106e-20j)  (6.105168591144529387e-04-4.179935517706869140e-20j)  (6.168250980628706397e-04+0.000000000000000000e+00j)  (6.105168591144530471e-04+4.385689914395055735e-20j)  (5.916916269657757207e-04+4.385689914395055735e-20j)  (5.606462867734718705e-04+3.392144634140385099e-20j)  (5.178704420979615653e-04+7.674957350191347536e-20j)  (4.640386935628288095e-04+8.771379828790111470e-20j)  (4.000000000000000734e-04+2.057543966881865952e-21j)  (3.267642898618225368e-04+1.199299676942857231e-20j)  (2.454865340460680567e-04+3.392144634140385099e-20j)  (1.574485313149288489e-04+8.565625432101924875e-20j)  (6.403869356282862772e-05+0.000000000000000000e+00j)  (-3.326985026854946620e-05-1.675184483181294650e-20j)  (-1.329424863136784976e-04-1.675184483181294650e-20j)  (-2.334073175605799202e-04-7.668464430390447613e-20j)  (-3.330799536057088973e-04-2.931572845567265637e-20j)  (-4.303884974370871539e-04-3.350368966362589300e-20j)  (-5.237983351891872938e-04-1.282415213600895084e-19j)  (-6.118363379203265286e-04-6.830872188799800288e-20j)  (-6.931140937360810630e-04-7.668464430390447613e-20j)  (-7.663498038742584369e-04+9.473783169646362747e-20j)  (-8.303884974370872273e-04+0.000000000000000000e+00j)
 (-8.109845358340426634e-04-5.421010862427522170e-20j)  (-8.537603805095529685e-04-5.421010862427522170e-20j)  (-8.848057207018567103e-04-8.131516293641283255e-20j)  (-9.036309528505340367e-04-9.486769009248163798e-20j)  (-9.099391917989518462e-04-1.084202172485504434e-19j)  (-9.036309528505341452e-04-8.131516293641283255e-20j)  (-8.848057207018567103e-04-5.421010862427522170e-20j)  (-8.537603805095529685e-04-8.131516293641283255e-20j)  (-8.109845358340426634e-04-2.710505431213761085e-20j)  (-7.571527872989097449e-04+0.000000000000000000e+00j)  (-6.931140937360811714e-04-1.675184483181294650e-20j)  (-6.198783835979036890e-04-1.675184483181294650e-20j)  (-5.386006277821491547e-04+2.642910980846563061e-20j)  (-4.505626250510100283e-04-2.931572845567265637e-20j)  (-3.571527872989098884e-04-3.350368966362589300e-20j)  (-2.598442434675316318e-04+7.798598686465068097e-20j)  (-1.601716074224025733e-04+3.480503222437210386e-20j)  (-5.970677617550112365e-05+2.642910980846563061e-20j)  (3.996585986962779930e-05-1.114896765282765619e-19j)  (1.372744037010061101e-04+0.000000000000000000e+00j)  (2.306842414531062228e-04+4.385689914395055735e-20j)  (3.187222441842454306e-04+4.385689914395055735e-20j)  (3.999999999999999107e-04+9.764925109044782106e-20j)  (4.732357101381773389e-04+7.674957350191347536e-20j)  (5.372744037010061292e-04+8.771379828790111470e-20j)  (5.911061522361390477e-04+1.295131534649698061e-19j)  (6.338819969116493529e-04+7.572080151847254239e-20j)  (6.649273371039530946e-04+9.764925109044782106e-20j)  (6.837525692526304211e-04-4.179935517706869140e-20j)  (6.900608082010481221e-04+0.000000000000000000e+00j)  (6.837525692526305295e-04+4.385689914395055735e-20j)  (6.649273371039532031e-04+4.385689914395055735e-20j)  (6.338819969116493529e-04+3.392144634140385099e-20j)  (5.911061522361390477e-04+7.674957350191347536e-20j)  (5.372744037010063461e-04+8.771379828790111470e-20j)  (4.732357101381775557e-04+2.057543966881865952e-21j)  (4.000000000000000192e-04+1.199299676942857231e-20j)  (3.187222441842455390e-04+3.392144634140385099e-20j)  (2.306842414531063313e-04+8.565625432101924875e-20j)  (1.372744037010061101e-04+0.000000000000000000e+00j)  (3.996585986962796194e-05-1.675184483181294650e-20j)  (-5.970677617550101523e-05-1.675184483181294650e-20j)  (-1.601716074224024378e-04-7.668464430390447613e-20j)  (-2.598442434675314692e-04-2.931572845567265637e-20j)  (-3.571527872989096715e-04-3.350368966362589300e-20j)  (-4.505626250510098656e-04-1.282415213600895084e-19j)  (-5.386006277821490463e-04-6.830872188799800288e-20j)  (-6.198783835979035806e-04-7.668464430390447613e-20j)  (-6.931140937360810630e-04+9.473783169646362747e-20j)  (-7.571527872989097449e-04+0.000000000000000000e+00j)
 (-7.297067800182881290e-04-5.421010862427522170e-20j)  (-7.724826246937984342e-04-5.421010862427522170e-20j)  (-8.035279648861021759e-04-8.131516293641283255e-20j)  (-8.223531970347795024e-04-9.486769009248163798e-20j)  (-8.286614359831973118e-04-1.084202172485504434e-19j)  (-8.223531970347796108e-04-8.131516293641283255e-20j)  (-8.035279648861021759e-04-5.421010862427522170e-20j)  (-7.724826246937984342e-04-8.131516293641283255e-20j)  (-7.297067800182881290e-04-2.710505431213761085e-20j)  (-6.758750314831552105e-04+0.000000000000000000e+00j)  (-6.118363379203266370e-04-1.675184483181294650e-20j)  (-5.386006277821491547e-04-1.675184483181294650e-20j)  (-4.573228719663946203e-04+2.642910980846563061e-20j)  (-3.692848692352554397e-04-2.931572845567265637e-20j)  (-2.758750314831552998e-04-3.350368966362589300e-20j)  (-1.785664876517770432e-04+7.798598686465068097e-20j)  (-7.889385160664798475e-05+3.480503222437210386e-20j)  (2.157097964025341073e-05+2.642910980846563061e-20j)  (1.212436156853823879e-04-1.114896765282765619e-19j)  (2.185521595167606444e-04+0.000000000000000000e+00j)  (3.119619972688607301e-04+4.385689914395055735e-20j)  (3.999999999999999650e-04+4.385689914395055735e-20j)  (4.812777558157544451e-04+9.764925109044782106e-20j)  (5.545134659539318733e-04+7.674957350191347536e-20j)  (6.185521595167606636e-04+8.771379828790111470e-20j)  (6.723839080518935821e-04+1.295131534649698061e-19j)  (7.151597527274038872e-04+7.572080151847254239e-20j)  (7.462050929197076290e-04+9.764925109044782106e-20j)  (7.650303250683849554e-04-4.179935517706869140e-20j)  (7.713385640168027649e-04+0.000000000000000000e+00j)  (7.650303250683850639e-04+4.385689914395055735e-20j)  (7.462050929197077374e-04+4.385689914395055735e-20j)  (7.151597527274038872e-04+3.392144634140385099e-20j)  (6.723839080518935821e-04+7.674957350191347536e-20j)  (6.185521595167608805e-04+8.771379828790111470e-20j)  (5.545134659539320901e-04+2.057543966881865952e-21j)  (4.812777558157545535e-04+1.199299676942857231e-20j)  (4.000000000000000734e-04+3.392144634140385099e-20j)  (3.119619972688608385e-04+8.565625432101924875e-20j)  (2.185521595167606444e-04+0.000000000000000000e+00j)  (1.212436156853825505e-04-1.675184483181294650e-20j)  (2.157097964025351915e-05-1.675184483181294650e-20j)  (-7.889385160664784923e-05-7.668464430390447613e-20j)  (-1.785664876517768806e-04-2.931572845567265637e-20j)  (-2.758750314831550829e-04-3.350368966362589300e-20j)  (-3.692848692352552770e-04-1.282415213600895084e-19j)  (-4.573228719663945119e-04-6.830872188799800288e-20j)  (-5.386006277821490463e-04-7.668464430390447613e-20j)  (-6.118363379203264202e-04+9.473783169646362747e-20j)  (-6.758750314831551021e-04+0.000000000000000000e+00j)
 (-6.416687772871488941e-04-9.861902960928147943e-20j)  (-6.844446219626591993e-04-9.861902960928147943e-20j)  (-7.154899621549629411e-04-1.257240839214190903e-19j)  (-7.343151943036402675e-04-1.392766110774878957e-19j)  (-7.406234332520580770e-04-1.528291382335567011e-19j)  (-7.343151943036403759e-04-1.257240839214190903e-19j)  (-7.154899621549629411e-04-9.861902960928147943e-20j)  (-6.844446219626591993e-04-1.257240839214190903e-19j)  (-6.416687772871488941e-04-7.151397529714386858e-20j)  (-5.878370287520159757e-04-4.440892098500626375e-20j)  (-5.237983351891872938e-04-6.116076581681920423e-20j)  (-4.505626250510099198e-04-6.116076581681920423e-20j)  (-3.692848692352553855e-04-1.797981117654062711e-20j)  (-2.812468665041162048e-04-7.372464944067892614e-20j)  (-1.878370287520160649e-04-7.791261064863215073e-20j)  (-9.052848492063782194e-05+3.357706587964442325e-20j)  (9.144151124491250093e-06-9.603888760634153865e-21j)  (1.096089823713926727e-04-1.797981117654062711e-20j)  (2.092816184165216498e-04-1.558985975132828437e-19j)  (3.065901622478999335e-04-4.440892098500626375e-20j)  (3.999999999999999650e-04-5.520218410557063950e-22j)  (4.880380027311391998e-04-5.520218410557063950e-22j)  (5.693157585468937342e-04+5.324033010544155732e-20j)  (6.425514686850711081e-04+3.234065251690721162e-20j)  (7.065901622478998985e-04+4.330487730289485096e-20j)  (7.604219107830328169e-04+8.510423247996354837e-20j)  (8.031977554585431221e-04+3.131188053346627864e-20j)  (8.342430956508468639e-04+5.324033010544155732e-20j)  (8.530683277995241903e-04-8.620827616207494912e-20j)  (8.593765667479419997e-04-4.440892098500626375e-20j)  (8.530683277995242987e-04-5.520218410557063950e-22j)  (8.342430956508469723e-04-5.520218410557063950e-22j)  (8.031977554585431221e-04-1.048747464360241276e-20j)  (7.604219107830328169e-04+3.234065251690721162e-20j)  (7.065901622479001153e-04+4.330487730289485096e-20j)  (6.425514686850713249e-04-4.235137701812439779e-20j)  (5.693157585468937342e-04-3.241592421557769143e-20j)  (4.880380027311393082e-04-1.048747464360241276e-20j)  (4.000000000000000734e-04+4.124733333601298500e-20j)  (3.065901622478998793e-04-4.440892098500626375e-20j)  (2.092816184165218125e-04-6.116076581681920423e-20j)  (1.096089823713927811e-04-6.116076581681920423e-20j)  (9.144151124491385618e-06-1.210935652889107339e-19j)  (-9.052848492063763220e-05-7.372464944067892614e-20j)  (-1.878370287520158481e-04-7.791261064863215073e-20j)  (-2.812468665041160422e-04-1.726504423450957902e-19j)  (-3.692848692352552770e-04-1.127176428730042606e-19j)  (-4.505626250510098114e-04-1.210935652889107339e-19j)  (-5.237983351891871853e-04+5.032891071145736373e-20j)  (-5.878370287520158673e-04-4.440892098500626375e-20j)
